date,country,city,temperature_celsius,humidity,wind_kph,precip_mm
2024-06-16,Andorra,Andorra La Vella,18.8,44.0,13.3,0.0
2024-06-16,Barbados,Bridgetown,28.6,74.0,22.7,0.01
2024-06-16,Pakistan,Islamabad,41.6,11.0,17.3,0.0
2024-06-17,India,New Delhi,42.7,21.0,29.2,0.0
2024-06-18,Brunei Darussalam,Bandar Seri Begawan,26.2,100.0,9.0,0.12
2024-06-20,Russia,Lom,21.3,91.0,5.4,0.56
2024-06-21,Finland,Helsinki,21.1,33.0,22.0,0.0
2024-06-21,South Korea,Seoul,24.2,78.0,9.0,0.0
2024-06-23,Democratic Republic of Congo,Kinshasa,36.4,30.0,3.6,0.0
2024-06-25,Spain,Madrid,34.0,21.0,14.0,0.0
2024-06-26,Namibia,Windhoek,18.1,34.0,20.2,0.0
2024-06-27,Estonia,Tallinn,25.2,44.0,15.1,0.0
2024-06-30,Samoa,Apia,26.2,94.0,3.6,0.12
2024-07-01,Antigua and Barbuda,Saint John's,28.4,79.0,20.2,0.16
2024-07-01,Monaco,Monaco,24.1,78.0,19.1,0.0
2024-07-02,Palau,Koror,26.1,84.0,6.1,0.0
2024-07-03,Afghanistan,Kabul,33.5,8.0,16.6,0.0
2024-07-03,Nigeria,Abuja,28.1,72.0,10.1,1.76
2024-07-05,Canada,Ottawa,22.3,88.0,13.0,0.0
2024-07-05,Vietnam,Ban Lom,25.5,95.0,3.6,1.57
2024-07-06,Iraq,Baghdad,43.2,14.0,20.2,0.0
2024-07-06,Madagascar,Antananarivo,24.1,36.0,9.0,0.0
2024-07-08,Costa Rica,San Ignacio,19.3,100.0,3.6,0.0
2024-07-08,Kyrghyzstan,Bishkek,18.7,83.0,14.0,3.62
2024-07-08,Sudan,Khartoum,37.6,24.0,16.2,0.0
2024-07-09,Djibouti,Djibouti,37.2,45.0,10.1,0.0
2024-07-09,Kenya,Nairobi,21.1,70.0,8.3,1.2
2024-07-10,Madagascar,Ivory,25.3,32.0,14.4,0.0
2024-07-14,Belgium,Brussels,21.3,49.0,15.1,0.02
2024-07-17,Finland,Helsinki,24.0,69.0,29.9,0.02
2024-07-19,Suriname,Paramaribo,25.9,85.0,7.9,0.48
2024-07-20,Tuvalu,Funafuti,29.3,84.0,13.0,0.77
2024-07-24,Lebanon,Beirut,27.9,69.0,22.0,0.0
2024-07-24,Sudan,Khartoum,34.5,35.0,25.2,0.0
2024-07-25,Dominica,Roseau,29.0,75.0,28.1,0.02
2024-07-27,Seychelles Islands,Victoria,25.4,87.0,24.8,0.05
2024-07-28,Brunei Darussalam,Bandar Seri Begawan,27.1,87.0,7.6,0.0
2024-07-28,Ukraine,Kyiv,31.7,27.0,10.8,0.0
2024-07-29,Iraq,Baghdad,46.1,10.0,33.1,0.0
2024-07-30,Mongolia,Ulaanbaatar,16.3,79.0,6.5,0.0
2024-07-31,Algeria,Algiers,31.1,56.0,14.0,0.0
2024-07-31,Guyana,Georgetown,26.7,87.0,10.1,0.22
2024-07-31,Tanzania,Dodoma,28.6,23.0,11.2,0.0
2024-08-03,Kazakhstan,Astana,26.8,33.0,20.2,0.0
2024-08-03,Pakistan,Islamabad,30.0,71.0,11.9,0.81
2024-08-04,Tonga,Nuku`Aloia,23.3,88.0,24.8,0.04
2024-08-07,Swaziland,Mbabane,23.9,15.0,11.9,0.0
2024-08-08,Sierra Leone,Freetown,25.9,78.0,15.5,0.06
2024-05-16,Costa Rica,San Juan,23.0,89.0,9.0,0.02
2024-05-16,Italy,Rome,22.0,69.0,20.2,0.0
2024-05-18,Swaziland,Mbabane,19.6,59.0,15.1,0.0
2024-05-18,Vatican City,Vatican City,25.0,44.0,11.2,0.0
2024-05-18,India,New Delhi,41.0,15.0,11.2,0.0
2024-05-19,Marshall Islands,Majuro,27.7,82.0,27.0,0.44
2024-05-18,Namibia,Windhoek,26.0,18.0,15.1,0.0
2024-05-18,North Korea,Pyongyang,17.2,80.0,9.7,0.0
2024-05-19,Belize,Belmopan,30.0,84.0,9.0,0.02
2024-05-20,Palau,Meyungs,28.0,84.0,11.2,0.0
2024-05-21,Romania,Bucharest,26.0,21.0,22.0,0.0
2024-05-21,United Arab Emirates,Abu Dhabi,32.0,59.0,13.0,0.0
2024-05-22,Belarus,Minsk,23.0,47.0,19.1,0.99
2024-05-22,United Kingdom,London,14.0,94.0,20.2,0.22
2024-05-24,Tanzania,Dodoma,24.0,54.0,3.6,0.0
2024-05-25,Kyrghyzstan,Bishkek,19.3,69.0,20.9,4.79
2024-05-27,Suriname,Paramaribo,28.0,84.0,15.1,0.79
2024-05-29,Tonga,Nuku`Aloia,23.0,89.0,6.8,0.01
2024-05-29,Philippines,Manila,28.0,84.0,9.0,0.39
2024-05-29,United Arab Emirates,Abu Dhabi,37.0,45.0,9.0,0.0
2024-05-31,Gabon,Libreville,29.0,79.0,6.8,0.1
2024-06-01,Comoros,Moroni,26.6,77.0,9.7,0.01
2024-06-01,Democratic Republic of Congo,Kinshasa,29.0,66.0,6.8,0.0
2024-06-02,Thailand,Nan,28.0,84.0,15.1,0.31
2024-06-02,Turkey,Yaren,35.0,19.0,3.6,0.0
2024-06-05,Malaysia,Kuala Lumpur,26.0,94.0,3.6,0.0
2024-06-06,Madagascar,Ivory,26.8,39.0,5.0,0.0
2024-06-06,Egypt,Cairo,41.0,15.0,22.0,0.0
2024-06-08,Belgium,'S Gravenjansdyk,18.2,60.0,28.1,0.01
2024-06-09,France,Paris,21.4,35.0,15.1,0.0
2024-06-09,Uzbekistan,Tashkent,34.1,20.0,11.2,0.0
2024-06-11,Bulgaria,Bogot,28.5,46.0,16.9,0.09
2024-06-11,Myanmar,Rangoon,26.3,94.0,3.6,0.22
2024-06-12,Argentina,Buenos Aires,17.0,100.0,9.0,0.0
2024-06-14,Central African Republic,Bangui,33.1,56.0,11.2,0.0
2024-06-15,Poland,Warsaw,24.6,35.0,15.5,0.0
2024-06-17,Guinea,Conakry,25.3,94.0,3.6,2.9
2024-06-18,Qatar,Doha,40.0,28.0,13.0,0.0
2024-06-19,China,Beijing,30.4,40.0,15.1,0.0
2024-06-20,Iraq,Baghdad,47.9,4.0,32.0,0.0
2024-06-21,Pakistan,Islamabad,29.7,40.0,19.1,1.51
2024-06-22,Venezuela,Caracas,27.1,89.0,6.1,0.0
2024-06-25,Marshall Islands,Majuro,29.0,79.0,6.8,1.21
2024-06-25,Myanmar,Rangoon,26.6,88.0,15.5,1.32
2024-06-26,Bolivia,National,28.0,53.0,3.6,0.0
2024-06-26,Philippines,Manila,27.1,94.0,9.0,0.0
2024-06-27,Cambodia,Phnom Penh,32.3,59.0,3.6,0.15
2024-06-27,Ireland,Dublin,16.0,72.0,24.1,0.23
2024-06-29,Malta,Valletta,33.3,34.0,15.1,0.0
2024-06-30,Gambia,Banjul,33.1,53.0,16.9,0.0
2024-06-30,Latvia,Riga,27.3,45.0,16.9,0.0
2024-07-01,Micronesia,Palikir,28.4,84.0,9.0,1.09
2024-07-01,Haiti,Port-Au-Prince,31.2,66.0,20.2,0.0
2024-07-05,Cuba,Havana,26.1,89.0,6.8,0.0
2024-07-05,Malawi,Lilongwe,26.1,21.0,11.2,0.0
2024-07-06,Chile,Santiago,3.2,81.0,3.6,0.0
2024-07-08,Malta,Valletta,30.1,62.0,15.1,0.0
2024-07-09,Armenia,Yerevan,34.0,23.0,9.0,0.01
2024-07-10,Zimbabwe,Harare,25.8,8.0,8.3,0.0
2024-07-11,Chile,Santiago,2.3,87.0,3.6,0.0
2024-07-11,Tunisia,Tunis,35.3,35.0,20.2,0.0
2024-07-12,Costa Rica,San Ignacio,22.4,73.0,20.2,0.01
2024-07-12,Guinea,Conakry,27.4,89.0,15.1,0.12
2024-07-15,Cambodia,Phnom Penh,26.3,100.0,16.9,0.48
2024-07-15,Norway,Oslo,14.1,100.0,25.9,0.36
2024-07-15,Switzerland,Bern,28.8,46.0,3.6,0.02
2024-07-17,Tanzania,Dodoma,27.9,33.0,7.9,0.0
2024-07-18,Mauritius,Port Louis,23.9,48.0,3.6,0.0
2024-07-20,Israel,Jerusalem,31.9,37.0,27.7,0.0
2024-07-23,Monaco,Monaco,26.7,68.0,5.0,0.0
2024-07-24,Brunei Darussalam,Bandar Seri Begawan,27.5,86.0,7.2,0.0
2024-07-24,Dominican Republic,Santo Domingo,25.9,87.0,12.2,0.0
2024-07-26,Iran,Chi Chi Khvar,33.5,11.0,26.3,0.0
2024-07-26,Suriname,Paramaribo,25.6,89.0,6.5,0.08
2024-07-27,Brunei Darussalam,Bandar Seri Begawan,27.5,80.0,3.6,0.0
2024-07-27,France,Paris,18.5,91.0,4.7,0.15
2024-07-27,Jordan,Amman,32.2,30.0,18.0,0.0
2024-07-27,Vietnam,Ban Lom,28.7,85.0,3.6,0.02
2024-07-28,Benin,Porto-Novo,25.8,77.0,20.9,0.0
2024-07-28,Saudi Arabia,Riyadh,42.4,9.0,25.9,0.0
2024-07-29,Angola,Luanda,22.4,72.0,14.8,0.0
2024-07-29,Vietnam,Hanoi,27.0,90.0,10.4,1.11
2024-07-30,Saint Vincent and the Grenadines,Kingstown,28.3,76.0,23.0,0.44
2024-07-31,Denmark,Copenhagen,20.5,52.0,22.3,0.0
2024-08-04,Norway,Oslo,18.6,87.0,3.6,1.43
2024-08-05,Eritrea,Asmara,19.6,70.0,8.3,3.02
2024-08-05,Gabon,Libreville,26.1,68.0,17.3,0.02
2024-08-05,Israel,Jerusalem,30.1,31.0,25.9,0.0
2024-08-06,Indonesia,Laos,23.2,94.0,6.8,0.24
2024-08-06,Vietnam,Ban Lom,26.0,95.0,3.6,0.41
2024-08-07,India,New Delhi,29.4,77.0,14.8,0.54
2024-05-16,Bolivia,National,17.4,83.0,3.6,0.0
2024-05-16,Monaco,Monaco,20.0,73.0,29.9,0.4
2024-05-17,Turkey,Ankara,24.0,39.0,13.0,0.01
2024-05-17,Zimbabwe,Harare,20.4,38.0,7.2,0.0
2024-05-18,Georgia,Tbilisi,19.0,32.0,29.9,0.0
2024-05-18,Iran,Tehran,23.0,20.0,29.9,0.0
2024-05-18,Malawi,Lilongwe,24.0,54.0,25.9,0.0
2024-05-19,Mali,Bamako,36.0,39.0,6.8,0.0
2024-05-20,Argentina,Buenos Aires,12.0,62.0,19.1,0.0
2024-05-20,Myanmar,Pathein,30.0,71.0,15.1,0.0
2024-05-24,Australia,Canberra,1.0,100.0,3.6,0.0
2024-05-24,Burkina Faso,Ouagadougou,41.0,16.0,10.4,0.0
2024-05-25,Canada,Ottawa,15.0,59.0,9.0,0.0
2024-05-25,Serbia,Belgrade,27.0,34.0,25.9,0.0
2024-05-27,Algeria,Algiers,31.0,43.0,15.1,0.0
2024-05-27,Costa Rica,San Juan,27.0,58.0,13.0,0.0
2024-05-28,Burundi,Bujumbura,30.0,59.0,28.1,0.11
2024-05-28,Bulgaria,Lom,21.0,49.0,6.8,0.0
2024-05-29,Luxembourg,Luxembourg,15.0,77.0,22.0,0.04
2024-05-31,Zimbabwe,Harare,23.6,23.0,10.1,0.0
2024-06-01,Sudan,Juba,41.3,10.0,16.6,0.0
2024-06-02,Burundi,Bujumbura,30.0,62.0,22.0,0.1
2024-06-03,Ghana,Accra,28.9,69.0,16.6,0.01
2024-06-03,Trinidad and Tobago,Port Of Spain,31.0,63.0,16.9,0.02
2024-06-04,Madagascar,Ivory,25.5,45.0,10.4,0.0
2024-06-04,North Korea,Pyongyang,18.4,57.0,4.0,0.0
2024-06-05,Algeria,Algiers,29.0,37.0,22.0,0.0
2024-06-05,Bolivia,Sucre,16.5,42.0,7.2,0.0
2024-06-05,Mauritius,Port Louis,23.0,73.0,19.1,0.0
2024-06-05,Iran,Chi Chi Khvar,26.7,23.0,30.2,0.0
2024-06-05,Somalia,Mogadishu,28.0,89.0,22.0,0.0
2024-06-07,Malaysia,Kuala Lumpur,30.4,70.0,3.6,1.94
2024-06-07,Nicaragua,Managua,27.3,94.0,6.8,0.27
2024-06-08,Israel,Jerusalem,34.2,28.0,15.1,0.0
2024-06-08,Bolivia,National,30.1,42.0,5.0,0.0
2024-06-10,Bahrain,Manama,34.3,71.0,16.9,0.0
2024-06-11,Vatican City,Vatican City,27.4,39.0,15.1,0.0
2024-06-12,Lithuania,Vilnius,20.2,37.0,19.1,0.0
2024-06-13,Switzerland,Bern,20.4,40.0,9.0,0.0
2024-06-14,Tunisia,Tunis,27.2,34.0,17.6,0.0
2024-06-15,Lithuania,Vilnius,19.0,60.0,7.9,0.0
2024-06-16,Armenia,Yerevan,33.2,24.0,22.0,0.2
2024-06-16,Peru,Lima,16.8,81.0,5.8,0.01
2024-06-18,Sudan,Khartoum,40.3,22.0,21.6,0.0
2024-06-20,Uruguay,Montevideo,12.7,75.0,14.8,0.0
2024-06-22,Ecuador,Quito,12.8,62.0,4.7,0.0
2024-06-22,Bolivia,National,27.0,52.0,6.5,0.0
2024-06-24,Brazil,Bras,29.7,64.0,5.0,0.0
2024-06-27,Japan,Tokyo,23.2,89.0,16.9,0.0
2024-06-28,Albania,Tirana,29.3,58.0,22.0,0.0
2024-06-28,Chad,N'djamena,31.1,55.0,15.1,0.0
2024-06-29,Comoros,Moroni,25.0,67.0,28.1,0.0
2024-07-01,United Arab Emirates,Abu Dhabi,40.3,23.0,15.1,0.0
2024-07-03,New Zealand,Wellington,11.3,66.0,47.9,0.01
2024-07-02,Bolivia,National,22.9,52.0,3.6,0.0
2024-07-03,Saint Kitts and Nevis,Basseterre,30.0,79.0,29.9,0.01
2024-07-08,Tuvalu,Funafuti,29.2,89.0,3.6,1.62
2024-07-08,Dominican Republic,Santo Domingo,28.3,84.0,11.2,1.2
2024-07-10,Nigeria,Abuja,31.4,63.0,11.2,0.04
2024-07-11,Cape Verde,Praia,27.2,62.0,25.9,0.0
2024-07-11,Costa Rica,San Ignacio,19.3,100.0,3.6,0.0
2024-07-11,Mexico,Mexico City,14.4,94.0,4.0,2.33
2024-07-12,Portugal,Lisbon,27.2,54.0,19.1,0.0
2024-07-12,Venezuela,Caracas,26.1,79.0,3.6,0.19
2024-07-13,Burundi,Bujumbura,28.3,51.0,33.1,0.0
2024-07-14,Norway,Oslo,12.2,94.0,50.0,0.36
2024-07-14,Turkey,Ankara,31.2,29.0,15.1,0.0
2024-07-17,Algeria,Algiers,31.2,59.0,24.1,0.0
2024-07-19,Kuwait,Kuwait City,44.3,16.0,35.3,0.0
2024-07-23,Italy,Rome,35.4,28.0,20.9,0.0
2024-07-24,Burundi,Bujumbura,23.6,35.0,10.8,0.0
2024-07-27,Kuwait,Kuwait City,42.9,18.0,29.9,0.0
2024-07-29,Malaysia,Kuala Lumpur,27.5,78.0,3.6,0.0
2024-07-29,Panama,Panama City,25.5,94.0,8.6,0.0
2024-07-29,Sudan,Juba,32.4,42.0,22.0,0.0
2024-07-29,Uganda,Kampala,29.6,34.0,10.1,0.0
2024-08-01,Iraq,Baghdad,44.4,9.0,33.5,0.0
2024-08-02,Bolivia,National,23.7,53.0,3.6,0.0
2024-08-03,Cuba,Havana,27.0,83.0,4.7,1.06
2024-08-04,Bahrain,Manama,35.0,55.0,27.4,0.0
2024-08-04,Papua New Guinea,Port Moresby,23.7,85.0,19.4,0.0
2024-05-16,Sweden,Stockholm,20.0,40.0,11.2,0.0
2024-05-16,Bolivia,Sucre,18.8,37.0,5.0,0.0
2024-05-18,Botswana,Gaborone,28.7,13.0,3.6,0.0
2024-05-20,Saint Kitts and Nevis,Basseterre,31.0,66.0,16.9,0.0
2024-05-21,Bangladesh,Dhaka,30.2,61.0,4.0,0.06
2024-05-21,Cuba,Havana,30.0,55.0,3.6,0.0
2024-05-21,Iceland,Grindavik,8.0,71.0,37.1,0.34
2024-05-21,Switzerland,Bern,17.0,77.0,16.9,0.46
2024-05-22,Vietnam,Hanoi,28.0,84.0,9.0,0.0
2024-05-23,Canada,Ottawa,19.0,68.0,22.0,0.0
2024-05-23,Finland,Helsinki,23.0,31.0,22.0,0.0
2024-05-24,Congo,Brazzaville,29.5,61.0,8.3,0.0
2024-05-24,North Korea,Pyongyang,19.1,43.0,3.6,0.0
2024-05-24,Trinidad and Tobago,Port Of Spain,31.0,71.0,24.1,0.0
2024-05-25,Peru,Lima,18.4,78.0,10.4,0.01
2024-05-25,Somalia,Mogadishu,29.0,84.0,29.9,0.02
2024-05-27,Albania,Tirana,25.0,61.0,19.1,0.71
2024-05-28,Czech Republic,Prague,15.0,88.0,13.0,0.27
2024-05-29,Democratic Republic of Congo,Kinshasa,32.0,59.0,13.0,0.0
2024-05-31,Namibia,Windhoek,24.0,21.0,22.0,0.0
2024-05-31,Saudi Arabia,Riyadh,43.0,6.0,16.9,0.0
2024-05-31,Singapore,Singapore,28.0,84.0,6.1,1.53
2024-06-01,Bolivia,National,27.5,51.0,3.6,0.0
2024-06-02,Madagascar,Ivory,24.6,39.0,13.7,0.0
2024-06-02,Ghana,Accra,23.0,94.0,9.0,0.96
2024-06-03,Mongolia,Ulaanbaatar,18.0,37.0,11.2,0.0
2024-06-04,Israel,Jerusalem,30.0,52.0,16.9,0.0
2024-06-05,Honduras,Tegucigalpa,23.0,83.0,6.1,0.06
2024-06-06,Congo,Brazzaville,33.6,38.0,9.7,0.0
2024-06-07,Croatia,Zagreb,30.1,46.0,3.6,0.0
2024-06-08,Zimbabwe,Harare,21.1,32.0,21.2,0.0
2024-06-09,Qatar,Doha,34.0,63.0,15.1,0.0
2024-06-10,Palau,Adkip,27.2,84.0,6.1,0.0
2024-06-11,Bosnia and Herzegovina,Sarajevo,22.1,73.0,6.8,0.25
2024-06-11,Nicaragua,Managua,25.1,100.0,6.8,0.0
2024-06-12,Samoa,Apia,27.9,79.0,26.3,0.01
2024-06-11,Turkey,Ankara,33.0,21.0,6.8,0.0
2024-06-13,United Kingdom,London,16.2,59.0,29.9,0.02
2024-06-14,Cape Verde,Praia,27.3,58.0,38.9,0.0
2024-06-16,Bangladesh,Dhaka,30.8,74.0,31.3,0.0
2024-06-16,Bulgaria,Lom,29.3,33.0,15.1,0.0
2024-06-17,France,Paris,21.6,65.0,11.5,0.2
2024-06-17,Israel,Jerusalem,26.9,43.0,28.1,0.0
2024-06-18,Saudi Arabia,Riyadh,44.0,5.0,9.0,0.0
2024-06-18,Trinidad and Tobago,Port Of Spain,28.7,69.0,12.6,0.54
2024-06-19,Germany,Berlin,16.0,88.0,11.2,0.91
2024-06-19,Sweden,Stockholm,19.2,56.0,20.2,0.29
2024-06-21,Uzbekistan,Tashkent,35.2,22.0,11.2,0.02
2024-06-23,Saint Vincent and the Grenadines,Kingstown,30.3,79.0,31.0,1.21
2024-06-26,Bangladesh,Dhaka,31.4,70.0,14.0,0.05
2024-06-26,Portugal,Lisbon,21.0,78.0,19.1,0.03
2024-06-26,Somalia,Mogadishu,28.3,79.0,34.9,0.0
2024-06-27,Netherlands,Amsterdam,27.0,45.0,24.1,0.0
2024-06-30,Poland,Warsaw,33.2,41.0,29.9,0.0
2024-07-01,India,New Delhi,34.3,63.0,9.0,0.0
2024-07-02,Trinidad and Tobago,Port Of Spain,30.4,84.0,16.9,0.0
2024-07-03,Tuvalu,Funafuti,29.3,84.0,22.0,0.01
2024-07-03,Belgium,'S Gravenjansdijk,16.2,72.0,19.1,0.2
2024-07-05,Jamaica,Port Royal,28.1,84.0,3.6,0.0
2024-07-06,Marshall Islands,Majuro,28.3,79.0,37.1,0.22
2024-07-05,Rwanda,Kigali,28.2,35.0,6.8,0.0
2024-07-05,Ukraine,Kyiv,23.7,53.0,19.4,0.01
2024-07-06,Djibouti,Djibouti,36.5,44.0,14.0,0.0
2024-07-06,Sri Lanka,Colombo,29.2,79.0,20.2,0.0
2024-07-11,Cuba,Havana,24.3,94.0,3.6,0.0
2024-07-12,Slovenia,Ljubljana,31.2,55.0,13.0,0.0
2024-07-13,Südkorea,Seoul,26.1,84.0,4.0,0.22
2024-07-15,Cape Verde,Praia,28.1,66.0,16.9,0.0
2024-07-16,United Kingdom,London,20.3,68.0,22.0,0.08
2024-07-17,Armenia,Yerevan,35.3,23.0,11.2,0.0
2024-07-18,Thailand,Bangkok,29.1,79.0,13.0,0.05
2024-07-20,Philippines,Manila,29.2,79.0,6.8,0.0
2024-07-23,Timor-Leste,Dili,22.8,75.0,9.4,0.0
2024-07-24,Liechtenstein,Vaduz,16.7,80.0,9.0,0.05
2024-07-25,United Arab Emirates,Abu Dhabi,36.0,56.0,13.7,0.0
2024-07-26,Saint Vincent and the Grenadines,Kingstown,28.5,75.0,29.9,0.0
2024-08-01,San Marino,San Marino,31.0,55.0,16.9,0.0
2024-08-03,Egypt,Cairo,38.0,17.0,16.6,0.0
2024-08-03,Montenegro,Podgorica,34.6,29.0,20.9,0.0
2024-08-04,Syria,Damascus,35.6,17.0,25.6,0.0
2024-08-05,Chad,N'djamena,29.9,59.0,26.3,0.95
2024-08-05,Japan,Tokyo,29.7,61.0,16.2,0.0
2024-08-06,Ghana,Accra,25.2,75.0,21.2,0.03
2024-08-07,Cyprus,Nicosia,34.1,39.0,3.6,0.0
2024-08-08,Saint Vincent and the Grenadines,Kingstown,28.6,74.0,20.2,0.06
2024-08-05,Greece,Athens,34.2,35.0,5.8,0.0
2024-05-16,Croatia,Zagreb,16.0,82.0,15.1,0.0
2024-05-23,Haiti,Port-Au-Prince,27.0,74.0,15.1,0.02
2024-05-23,Jordan,Amman,32.0,26.0,19.1,0.0
2024-05-23,Nepal,Kathmandu,26.0,61.0,6.1,0.03
2024-05-24,Japan,Tokyo,22.4,55.0,15.1,0.0
2024-05-25,India,New Delhi,42.0,17.0,13.0,0.0
2024-05-27,Thailand,Nan,27.0,84.0,11.2,0.0
2024-05-27,Uruguay,Montevideo,11.0,100.0,19.1,0.0
2024-05-29,Afghanistan,Kabul,21.0,22.0,18.0,0.0
2024-05-29,Cape Verde,Praia,27.0,58.0,33.1,0.0
2024-05-29,Sierra Leone,Freetown,31.0,71.0,11.2,0.01
2024-05-31,Senegal,Dakar,27.0,62.0,25.9,0.0
2024-06-02,Kiribati,Tarawa,28.8,78.0,22.7,0.13
2024-06-02,El Salvador,San Salvador,25.0,79.0,3.6,0.03
2024-06-02,Myanmar,Rangoon,27.0,94.0,6.8,0.17
2024-06-04,Thailand,Bangkok,32.0,67.0,13.0,0.0
2024-06-05,Ecuador,Quito,14.2,68.0,4.0,0.0
2024-06-06,Guyana,Georgetown,30.0,75.0,11.2,0.19
2024-06-07,Iraq,Baghdad,44.3,10.0,22.0,0.0
2024-06-08,Bulgaria,Sofia,28.2,45.0,11.2,0.0
2024-06-10,Micronesia,Palikir,25.4,94.0,6.1,0.0
2024-06-09,Yemen,Sanaa,25.9,31.0,21.6,0.0
2024-06-11,Montenegro,Podgorica,28.2,58.0,16.9,0.0
2024-06-11,San Marino,San Marino,24.0,61.0,13.0,0.03
2024-06-13,Costa Rica,San Ignacio,24.2,69.0,6.8,0.02
2024-06-13,Mauritius,Port Louis,25.3,74.0,29.9,0.12
2024-06-14,Sri Lanka,Colombo,27.5,85.0,18.0,0.54
2024-06-15,San Marino,San Marino,25.1,65.0,20.2,0.0
2024-06-16,Cyprus,Nicosia,35.1,30.0,16.9,0.0
2024-06-16,Estonia,Tallinn,21.2,47.0,14.4,0.0
2024-06-17,Trinidad and Tobago,Port Of Spain,28.2,73.0,5.4,1.29
2024-06-19,Andorra,Andorra La Vella,18.8,51.0,12.6,0.26
2024-06-21,Cape Verde,Praia,27.1,58.0,34.9,0.0
2024-06-21,Palau,Koror,26.3,89.0,6.1,0.0
2024-06-22,Australia,Canberra,-0.6,100.0,3.6,0.0
2024-06-22,Liberia,Monrovia,28.3,84.0,13.0,0.47
2024-06-23,Niger,Niamey,38.4,33.0,22.0,0.0
2024-06-23,Sri Lanka,Colombo,28.2,84.0,19.1,0.86
2024-06-24,Vanuatu,Port Vila,23.8,80.0,14.4,0.03
2024-06-24,Timor-Leste,Dili,24.7,77.0,5.4,0.0
2024-06-26,Sudan,Juba,36.9,23.0,11.5,0.0
2024-06-27,Comoros,Moroni,24.7,77.0,28.8,0.02
2024-06-28,Guyana,Georgetown,28.3,89.0,3.6,0.31
2024-06-28,Italy,Rome,34.1,32.0,16.9,0.0
2024-06-29,Suriname,Paramaribo,28.2,79.0,6.1,0.14
2024-07-01,Lithuania,Vilnius,24.1,74.0,24.1,0.02
2024-07-03,Myanmar,Yangon,28.1,94.0,6.8,0.24
2024-07-04,Bolivia,National,27.0,53.0,3.6,0.0
2024-07-05,Ireland,Dublin,16.0,55.0,16.9,0.02
2024-07-06,Tonga,Nuku`Aloia,24.1,94.0,19.1,0.02
2024-07-08,Tajikistan,Dushanbe,32.1,26.0,15.1,0.0
2024-07-09,Lebanon,Beirut,31.3,71.0,15.1,0.01
2024-07-10,Chad,N'djamena,23.2,100.0,13.0,0.5
2024-07-11,Gambia,Banjul,31.3,71.0,3.6,0.01
2024-07-11,Saint Vincent and the Grenadines,Kingstown,29.1,79.0,29.9,0.05
2024-07-13,New Zealand,Wellington,9.0,81.0,28.1,0.08
2024-07-13,Tonga,Nuku`Aloia,19.2,88.0,15.1,0.0
2024-07-16,Peru,Lima,13.9,84.0,9.7,0.0
2024-07-17,Samoa,Apia,23.1,94.0,6.8,0.01
2024-07-17,Antigua and Barbuda,Saint John's,29.3,79.0,15.1,0.04
2024-07-18,Guinea,Conakry,25.1,100.0,6.8,2.71
2024-07-18,Pakistan,Islamabad,37.5,31.0,4.7,0.0
2024-07-25,Saint Kitts and Nevis,Basseterre,28.5,77.0,29.9,0.07
2024-07-26,Brunei Darussalam,Bandar Seri Begawan,27.7,82.0,4.7,0.0
2024-07-28,Netherlands,Amsterdam,22.3,47.0,13.0,0.0
2024-07-30,Singapore,Singapore,29.2,75.0,23.0,0.0
2024-07-31,Solomon Islands,Honiara,25.1,87.0,12.6,0.0
2024-08-01,Vietnam,Hanoi,26.9,84.0,10.8,0.0
2024-08-03,Iceland,Vestmannaeyjar,10.7,82.0,56.5,0.13
2024-08-04,Solomon Islands,Honiara,25.3,90.0,10.1,0.59
2024-08-05,Argentina,Buenos Aires,11.4,76.0,14.8,0.0
2024-08-05,Ghana,Accra,26.0,71.0,18.4,0.01
2024-08-08,Monaco,Monaco,26.4,75.0,7.6,0.0
2024-05-19,Samoa,Apia,26.0,94.0,6.8,0.58
2024-05-19,Vatican City,Vatican City,23.0,73.0,13.0,0.0
2024-05-19,Kazakhstan,Astana,16.0,55.0,29.9,0.04
2024-05-19,Palau,Meyungs,28.0,84.0,6.8,0.15
2024-05-20,Armenia,Yerevan,23.0,25.0,6.8,0.0
2024-05-21,Canada,Ottawa,20.0,78.0,3.6,0.0
2024-05-21,Italy,Rome,22.0,65.0,20.2,0.0
2024-05-21,Nicaragua,Managua,29.0,89.0,6.8,0.0
2024-05-22,Nicaragua,Managua,30.0,79.0,3.6,0.0
2024-05-23,Thailand,Nan,27.0,89.0,3.6,0.29
2024-05-26,Kenya,Nairobi,25.0,51.0,3.6,0.41
2024-05-27,Solomon Islands,Honiara,26.0,94.0,4.0,0.04
2024-05-30,El Salvador,San Salvador,23.0,100.0,3.6,0.0
2024-05-31,Tuvalu,Funafuti,29.0,79.0,19.1,0.0
2024-05-31,Cameroon,Bafoussam,23.0,76.0,5.4,0.47
2024-06-01,Albania,Tirana,24.0,69.0,6.8,0.0
2024-06-03,Bahrain,Manama,35.0,39.0,31.0,0.0
2024-06-06,Iran,Tehran,31.0,18.0,15.1,0.0
2024-06-06,Sri Lanka,Colombo,29.0,79.0,22.0,0.0
2024-06-09,Bosnia and Herzegovina,Sarajevo,29.3,37.0,9.0,0.0
2024-06-09,Burkina Faso,Ouagadougou,39.0,33.0,6.8,0.0
2024-06-09,China,Beijing,27.3,66.0,19.1,0.0
2024-06-09,Mexico,Mexico City,19.3,68.0,3.6,0.0
